Study_ID,Scientific_name,Lay_name,Species_higher_taxon,Name_tax_rank,Comment
P_0130,Scomberomorus commerson,Narrow-barred spanish mackerel,Actinopterygii,species,
P_0130,Scophthalmus maximus,Turbot,Actinopterygii,species,
P_0130,Selachimorpha,Shark_clade,Chondrichthyes,clade,
P_0130,Sprattus sprattus,European sprat,Actinopterygii,species,
P_0131,Mytilus edulis,Blue mussel,Bivalvia,species,
P_0131,Zoarces viviparus,Eelpout,Actinopterygii,species,
P_0132,Abramis brama,Common bream,Actinopterygii,species,
P_0132,Perca fluviatilis,European perch,Actinopterygii,species,
P_0132,Squalius cephalus,European chub,Actinopterygii,species,
P_0133,Larus argentatus,Herring gull,Aves,species,
P_0134,Balaenoptera acutorostrata,Minke whale,Mammalia,species,
P_0134,Beradius arnuxii,Baird's beaked whale,Mammalia,species,
P_0134,Globicephala macrorhynchus,Short-finned pilot whale,Mammalia,species,used synonym: Larus ridibundus
P_0134,Indopacetus pacificus,Indo-pacific beaked whale,Mammalia,species,synonym: Larus ridibundus
P_0134,Kogia breviceps,Pygmy sperm whale,Mammalia,species,
P_0134,Lagenorhynchus obliquidens,Pacific white-sided dolphin,Mammalia,species,
P_0134,Megaptera novaeangliae,Humpback whale,Mammalia,species,
P_0134,Mesoplodon carlhubbsi,Hubbs' beaked whale,Mammalia,species,
P_0134,Mesoplodon stejnegeri,Stejneger's beaked whale,Mammalia,species,
P_0134,Orcinus orca,Killer whale,Mammalia,species,
P_0134,Phocoena phocoena,Harbour porpoise,Mammalia,species,
P_0134,Phocoenoides dalli,Dall's porpoise,Mammalia,species,
P_0134,Physeter macrocephalus,Sperm whale,Mammalia,species,
P_0134,Ziphius cavirostris,Cuvier's beaked whale,Mammalia,species,
P_0135,Phocoena phocoena,Harbour porpoise,Mammalia,species,
P_0135,Phocoenoides dalli,Dall's porpoise,Mammalia,species,
P_0136,Salvelinus namaycush,Lake trout,Actinopterygii,species,
P_0137,Salvelinus namaycush,Lake trout,Actinopterygii,species,
P_0138,Abramis brama,Common bream,Actinopterygii,species,
P_0138,Dreissena polymorpha,Zebra mussel,Bivalvia,species,
P_0138,Larus argentatus,Herring gull,Aves,species,
P_0138,Mytilus edulis,Blue mussel,Bivalvia,species,
P_0138,Zoarces viviparus,Eelpout,Actinopterygii,species,
P_0139,Lagenorhynchus acutus,Atlantic white-sided dolphin,Mammalia,species,
P_0139,Phoca vitulina,Harbour seal,Mammalia,species,
P_0139,Phocoena phocoena,Harbour porpoise,Mammalia,species,
P_0140,Phocoena phocoena,Harbour porpoise,Mammalia,species,
P_0142,Salvelinus alpinus,Arctic char,Actinopterygii,species,
P_0142,Salvelinus namaycush,Lake trout,Actinopterygii,species,
P_0143,Carassius auratus,Goldfish,Actinopterygii,species,
P_0146,Uria aalge,Common guillemot,Aves,species,
P_0147,Larus argentatus,Herring gull,Aves,species,
P_0148,Larus argentatus,Herring gull,Aves,species,
P_0149,Larus argentatus,Herring gull,Aves,species,
P_0149,Larus californicus,California gull ,Aves,species,
P_0149,Larus delawarensis,Ring-billed gull,Aves,species,
P_0149,Larus glaucescens,Glaucous-winged gull,Aves,species,
P_0150,Salvelinus namaycush,Lake trout,Actinopterygii,species,
P_0151,Anguilla anguilla,European eel,Actinopterygii,species,
P_0153,Cystophora cristata,Hooded seal,Mammalia,species,
P_0154,Ursus maritimus,Polar bear,Mammalia,species,
P_0155,Ursus maritimus,Polar bear,Mammalia,species,
P_0156,Ursus maritimus,Polar bear,Mammalia,species,
P_0157,Oniscidae,Woodlouse_family,Malacostraca,family,
P_0157,Parus major,Great tit,Aves,species,
P_0158,Parus major,Great tit,Aves,species,
P_0159,Parus major,Great tit,Aves,species,
P_0160,Caretta caretta,Loggerhead sea turtles,Reptilia,species,
P_0161,Sousa chinensis,Indo-pacific humpback dolphin,Mammalia,species,
P_0163,Salvelinus namaycush,Lake trout,Actinopterygii,species,
P_0164,Accipiter gentilis,Northern goshawk,Aves,species,
P_0164,Accipiter gularis,Northern goshawk,Aves,species,
P_0164,Accipiter nisus,Eurasian sparrowhawk,Aves,species,
P_0164,Anas platyrhynchos,Mallard,Aves,species,used name: Condodon rendalli
P_0164,Ardea alba,Great egret,Aves,species,
P_0164,Bubulcus ibis,Cattle egret,Aves,species,
P_0164,Cygnus cygnus,Common swan,Aves,species,
P_0164,Falco tinnunculus,Common kestrel,Aves,species,
P_0164,Ninox scutulata,Brown hawk owl,Aves,species,
P_0164,Strix uralensis,Rural owl,Aves,species,
P_0165,Abramis brama,Common bream,Actinopterygii,species,
P_0165,Carassius carassius,Crucian carp,Actinopterygii,species,
P_0165,Clupea harengus,Baltic herring,Actinopterygii,species,
P_0165,Coregonus lavaretus,European whitefish,Actinopterygii,species,
P_0165,Esox lucius,Northern pike,Actinopterygii,species,
P_0165,Leuciscus idus,Ide,Actinopterygii,species,
P_0165,Perca fluviatilis,European perch,Actinopterygii,species,
P_0165,Platichthys flesus,European flounder,Actinopterygii,species,
P_0165,Pleuronectes platessa,European plaice,Actinopterygii,species,
P_0165,Salmo salar,Atlantic salmon,Actinopterygii,species,
P_0165,Sander lucioperca,Pike-perch,Actinopterygii,species,
P_0165,Sprattus sprattus,European sprat,Actinopterygii,species,
P_0165,Vimba vimba,Vimba bream,Actinopterygii,species,
P_0166,Charybdis japonica,Asian paddle crab,Malacostraca,species,
P_0166,Cynoglossus joyneri,Long tongue sole,Actinopterygii,species,
P_0166,Exopalaemon carinicauda,Ridgetail prawn,Malacostraca,species,
P_0166,Konosirus punctatus,Dotted gizzard shad,Actinopterygii,species,
P_0166,Larimichthys polyactis,Yellow croaker,Actinopterygii,species,
P_0166,Litopenaeus,Whiteleg shrimp_genus,Malacostraca,genus,
P_0166,Lophius litulon,Yellow goosefish,Actinopterygii,species,
P_0166,Octopus variabilis,Whiparm octopus,Cephalopoda,species,
P_0166,Perca fluviatilis,European perch,Actinopterygii,species,
P_0166,Ruditapes philippinarum,Manila clam,Bivalvia,species,
P_0166,Sebastes schlegelii,Korean rockfish,Actinopterygii,species,
P_0166,Sepiola birostrata,Butterfly bobtail,Cephalopoda,species,
P_0166,Sinonovacula constricta,Chinese razor clam,Bivalvia,species,
P_0166,Sphyraenus,Barracuda_genus,Actinopterygii,genus,
P_0166,Synechogobius hasta,Javelin goby,Actinopterygii,species,
P_0167,Perca fluviatilis,European perch,Actinopterygii,species,
P_0168,Peponocephala electra,Melon-headed whale,Mammalia,species,
P_0169,Katsuwonus pelamis,Skipjack tuna,Actinopterygii,species,
P_0170,Boreogadus saida,Polar cod,Actinopterygii,species,
P_0170,Cepphus grylle,Black guillemot,Aves,species,
P_0170,Gammarus wilkitzkii,Amphipod_2,Malacostraca,species,
P_0170,Larus hyperboreus,Glaucous gull,Aves,species,
P_0172,Abramis brama,Common bream,Actinopterygii,species,
P_0172,Carassius carassius,Crucian carp,Actinopterygii,species,
P_0172,Cyprinus carpio,Common carp,Actinopterygii,species,
P_0172,Gobio gobio,Gudgeon,Actinopterygii,species,
P_0172,Oncorhynchus mykiss,Rainbow trout,Actinopterygii,species,
P_0172,Perca fluviatilis,European perch,Actinopterygii,species,
P_0172,Rutilus rutilus,Common roach,Actinopterygii,species,
P_0172,Scardinius erythrophthalmus,Common rudd,Actinopterygii,species,
P_0172,Squalius cephalus,European chub,Actinopterygii,species,
P_0172,Thymallus thymallus,Grayling,Actinopterygii,species,
P_0173,Anguilla anguilla,European eel,Actinopterygii,species,
P_0173,Carassius auratus,Goldfish,Actinopterygii,species,
P_0173,Cyprinus carpio,Common carp,Actinopterygii,species,
P_0174,Pleuronectes platessa,European plaice,Actinopterygii,species,
P_0174,Trisopterus luscus,Bib,Actinopterygii,species,
P_0175,Clupea harengus,Baltic herring,Actinopterygii,species,
P_0175,Uria aalge,Common guillemot,Aves,species,
P_0176,Acanthogobius flavimanus,Yellowfin goby,Actinopterygii,species,
P_0176,Alpheidae,Shrimp_family,Malacostraca,family,
P_0176,Amblyeleotris diagonalis,Paradise goby,Actinopterygii,species,
P_0176,Anadara granosa,Blood cockle,Bivalvia,species,used name: Ctenopharynodon idellus
P_0176,Asteroidea,Starfish_class,Asteroidea,class,
P_0176,Bullia digitalis,Sand snail,Gastropoda,species,
P_0176,Carassius carassius,Crucian carp,Actinopterygii,species,
P_0176,Columbellidae,Dove snail_family,Gastropoda,family,
P_0176,Emerita,Beach crab_genus,Malacostraca,genus,
P_0176,Grapsidae,Grapsid crab_family,Malacostraca,family,
P_0176,Hemigrapsus oregonensis,Flat shore crab,Malacostraca,species,
P_0176,Hemigrapsus penicillatus,Penicillate shore crab,Malacostraca,species,
P_0176,Hexagrammos otakii,Fat greenling,Actinopterygii,species,
P_0176,Littorina brevicula,Asian periwinkle,Gastropoda,species,
P_0176,Littorina littorea,Common periwinkle,Gastropoda,species,
P_0176,Monodonta labio,Lipped periwinkle,Gastropoda,species,
P_0176,Mytilus edulis,Blue mussel,Bivalvia,species,
P_0176,Ostreidae,Oyster_family,Bivalvia,family,
P_0176,Paguroidea,Hermit crab_superfamily,Malacostraca,superfamily,
P_0176,Palaemon paucidens,Lake shrimp,Malacostraca,species,
P_0176,Polychaeta,Bristle worm_class,Polychaeta,class,
P_0176,Siliqua patula,Pacific razor clam,Bivalvia,species,
P_0176,Synechogobius hasta,Javelin goby,Actinopterygii,species,used name: Cymoglossus robustus
P_0176,Takifugu niphobles,Grass puffer,Actinopterygii,species,
P_0176,Tridentiger trigonocephalus,Trident goby,Actinopterygii,species,
P_0176,Venerupis philippinarum,Japanese littleneck clam,Bivalvia,species,
P_0177,Archosargus probatocephalus,Sheephead,Actinopterygii,species,
P_0177,Cynoscion nebulosus,Spotted seatrout,Actinopterygii,species,
P_0177,Lagodon rhomboides,Pinfish,Actinopterygii,species,
P_0177,Leiostomus xanthurus,Spotfish,Actinopterygii,species,
P_0177,Micropogonias undulatus,Atlantic croaker,Actinopterygii,species,
P_0177,Mugil cephalus,Grey mullet,Actinopterygii,species,
P_0177,Orthopristis chrysoptera,Pigfish,Actinopterygii,species,
P_0177,Sciaenops ocellatus,Red drum,Actinopterygii,species,
P_0177,Tursiops truncatus,Bottlenose dolphin,Mammalia,species,
P_0178,Esox lucius,Northern pike,Actinopterygii,species,
P_0179,Perca flavescens,Yellow perch,Actinopterygii,species,
P_0180,Tursiops truncatus,Bottlenose dolphin,Mammalia,species,
P_0181,Abramis brama,Common bream,Actinopterygii,species,
P_0181,Carassius carassius,Crucian carp,Actinopterygii,species,
P_0181,Gobio gobio,Gudgeon,Actinopterygii,species,
P_0181,Leuciscus idus,Ide,Actinopterygii,species,
P_0181,Perca fluviatilis,European perch,Actinopterygii,species,
P_0181,Rutilus rutilus,Common roach,Actinopterygii,species,
P_0181,Salmo trutta,Brown trout,Actinopterygii,species,
P_0181,Squalius cephalus,European chub,Actinopterygii,species,
P_0183,Phocoena phocoena,Harbour porpoise,Mammalia,species,
P_0184,Larus argentatus,Herring gull,Aves,species,
P_0184,Phalacrocorax aristotelis,European shag,Aves,species,
P_0184,Somateria mollissima,Common eider,Aves,species,
P_0185,Anodonta anatina,Duck mussel,Bivalvia,species,
P_0185,Anodonta cygnea,Swan mussel,Bivalvia,species,
P_0185,Dreissena polymorpha,Zebra mussel,Bivalvia,species,
P_0185,Unio pictorum,Painter's mussel,Bivalvia,species,
P_0185,Unio tumidus,Swollen river mussel,Bivalvia,species,
P_0186,Pusa sibirica,Baikal seal,Mammalia,species,
P_0188,Aristichthys nobilis,Bighead carp,Actinopterygii,species,
P_0188,Hypophthalmichthys molitrix,Silver carp,Actinopterygii,species,
P_0189,Haliaeetus albicilla,White-tailed sea eagle,Aves,species,
P_0190,Clupea harengus,Baltic herring,Actinopterygii,species,
P_0190,Perca fluviatilis,European perch,Actinopterygii,species,
P_0191,Lutra canadensis,River otter,Mammalia,species,
P_0191,Mustela vison,American mink_1,Mammalia,species,
P_0192,Amphipoda,Amphipod_order,Malacostraca,order,
P_0192,Chelydra serpentina,Snapping turtle,Reptilia,species,
P_0192,Coregonus clupeaformis,Lake whitefish,Actinopterygii,species,
P_0192,Cyprinus carpio,Common carp,Actinopterygii,species,
P_0192,Dreissena polymorpha,Zebra mussel,Bivalvia,species,
P_0192,Haliaeetus leucocephalus,Bald eagle,Aves,species,
P_0192,Micropterus dolomieu,Smallmouth bass,Actinopterygii,species,
P_0192,Mustela vison,American mink_1,Mammalia,species,
P_0192,Neogobius melanostomus,Round goby,Actinopterygii,species,
P_0192,Oncorhynchus tshawytscha,Chinook salmon,Actinopterygii,species,
P_0192,Rana clamitans,Green frog,Amphibia,species,
P_0192,Salmo trutta,Brown trout,Actinopterygii,species,
P_0193,Anas poecilorhyncha,Spot-billed duck,Aves,species,
P_0193,Ardea cinerea,Grey heron,Aves,species,
P_0193,Calidris tenuirostris,Great knot,Aves,species,
P_0193,Chroicocephalus ridibundus,Black-headed gull,Aves,species,
P_0193,Crocethia alba,Sanderling,Aves,species,
P_0193,Egretta garzetta,Little egret,Aves,species,
P_0193,Larus argentatus,Herring gull,Aves,species,
P_0193,Larus canus,Common gull,Aves,species,
P_0193,Larus crassirostris,Black-tailed gull,Aves,species,
P_0193,Limosa lapponica,Bar-tailed godwit,Aves,species,
P_0193,Milvus lineatus,Black-eared kite,Aves,species,
P_0193,Phalacrocorax carbo,Common cormorant,Aves,species,
P_0193,Podiceps nigricollis,Black-necked grebe,Aves,species,
P_0193,Sterna hirundo,Common tern,Aves,species,
P_0193,Tringa nebularia,Greenshank,Aves,species,
P_0194,Balaenoptera physalus,Fin whale,Mammalia,species,
P_0194,Delphinus delphis,Common dolphin,Mammalia,species,
P_0194,Globicephala melas,Long-finned pilot whale,Mammalia,species,
P_0194,Halichoerus grypus,Grey seal,Mammalia,species,
P_0194,Phalacrocorax carbo,Common cormorant,Aves,species,
P_0194,Pusa hispida,Ringed seal,Mammalia,species,
P_0194,Salmo salar,Atlantic salmon,Actinopterygii,species,
P_0194,Stenella coeruleoalba,Striped dolphin,Mammalia,species,
P_0194,Thunnus thynnus,Atlantic bluefin tuna,Actinopterygii,species,
P_0194,Tursiops truncatus,Bottlenose dolphin,Mammalia,species,
P_0194,Xiphias gladius,Swordfish,Actinopterygii,species,
P_0195,Ardea alba,Great egret,Aves,species,
P_0195,Ardea herodias,Great blue heron,Aves,species,
P_0195,Diomedea immutabilis,Laysan albatross,Aves,species,
P_0195,Egretta thula,Snowy egret,Aves,species,
P_0195,Gavia immer,Common loon,Aves,species,
P_0195,Gavia stellata,Red-throated loon,Aves,species,
P_0195,Haliaeetus leucocephalus,Bald eagle,Aves,species,
P_0195,Larus argentatus,Herring gull,Aves,species,
P_0195,Larus delawarensis,Ring-billed gull,Aves,species,
P_0195,Larus marinus,Great black-backed gull,Aves,species,
P_0195,Larus pipixcan,Franklin's gull,Aves,species,
P_0195,Morus bassanus,Northern gannet,Aves,species,
P_0195,Mycteria americana,Woodstork,Aves,species,
P_0195,Nycticorax nycticorax,Black-crowned night heron,Aves,species,
P_0195,Pandion haliaetus,Osprey,Aves,species,
P_0195,Pelecanus erythrorhynchos,White pelican,Aves,species,
P_0195,Pelecanus occidentalis,Brown pelican,Aves,species,
P_0195,Phalacrocorax auritus,Double-crested cormorant,Aves,species,
P_0195,Phalacrocorax penicillatus,Brandt's cormorant,Aves,species,
P_0195,Phoebastria nigripes,Black-footed albatross,Aves,species,
P_0195,Plegadis chihi,White-faced ibis,Aves,species,
P_0196,Crassostrea virginica,Eastern oyster,Bivalvia,species,
P_0197,Enhydra lutris,Sea otter,Mammalia,species,
P_0199,Anguilla rostrata,American eel,Actinopterygii,species,
P_0199,Callinectes sapidus,Blue crab,Malacostraca,species,
P_0199,Dorosoma cepedianum,Gizzard shad,Actinopterygii,species,
P_0199,Esox americanus,Redfin pickerel,Actinopterygii,species,
P_0199,Fundulus diaphanus,Banded killifish,Actinopterygii,species,
P_0199,Fundulus heteroclitus,Mummichog,Actinopterygii,species,
P_0199,Hybognathus regius,Silvery minnow,Actinopterygii,species,
P_0199,Lepomis gibbosus,Pumpkinseed,Actinopterygii,species,
P_0199,Lepomis macrochirus,Bluegill sunfish,Actinopterygii,species,
P_0199,Menidia menidia,Atlantic silverside,Actinopterygii,species,
P_0199,Morone americana,White perch,Actinopterygii,species,
P_0199,Morone saxatilis,Striped bass,Actinopterygii,species,
P_0200,Larus argentatus,Herring gull,Aves,species,
P_0201,Acanthogobius flavimanus,Yellowfin goby,Actinopterygii,species,
P_0201,Cerithidea rhizophorarum,Sea snail_1,Gastropoda,species,
P_0201,Lateolabrax,Sea bass_genus,Actinopterygii,genus,
P_0201,Mugil cephalus,Grey mullet,Actinopterygii,species,
P_0201,Synechogobius hasta,Javelin goby,Actinopterygii,species,
P_0202,Amphipoda,Amphipod_order,Malacostraca,order,
P_0202,Asellus aquaticus,Water louse_1,Malacostraca,species,
P_0202,Corixidae,Water boatmen_family,Insecta,family,
P_0202,Ephemeroptera,Mayfly_class,Insecta,class,
P_0202,Nematoda,Roundworm_phylum,Nematoda,phylum,
P_0202,Odonata,Damselfly_dragonfly_order,Insecta,order,
P_0202,Trichoptera,Caddisfly_order,Insecta,order,
P_0203,Amphipoda,Amphipod_order,Malacostraca,order,
P_0203,Anisoptera,Dragonfly_infraorder,Insecta,infraorder,
P_0203,Araneae,Spider,Arachnida,order,
P_0203,Asellidae,Water louse_family,Malacostraca,family,
P_0203,Coleoptera,Beetle_order,Insecta,order,
P_0203,Julida,Millipede_order,Diplopoda,order,
P_0203,Megadrile,Earthworm_order,Clitellata,order,
P_0203,Notonectidae,Backswimmer_family,Insecta,family,
P_0203,Sialidae,Alderfly_family,Insecta,family,
P_0203,Zygoptera,Damselfly_suborder,Insecta,suborder,
P_0204,Clupea harengus,Baltic herring,Actinopterygii,species,
P_0204,Coregonus albula,Vendace,Actinopterygii,species,
P_0204,Coregonus lavaretus,European whitefish,Actinopterygii,species,
P_0204,Lota lota,Burbot,Actinopterygii,species,
P_0204,Perca fluviatilis,European perch,Actinopterygii,species,
P_0204,Salmo salar,Atlantic salmon,Actinopterygii,species,
P_0204,Sander lucioperca,Pike-perch,Actinopterygii,species,
P_0206,Squalius cephalus,European chub,Actinopterygii,species,
P_0207,Gadus morhua,Atlantic cod,Actinopterygii,species,
P_0207,Sebastes mentella,Beaked redfish,Actinopterygii,species,
P_0208,Indopacetus pacificus,Indo-pacific beaked whale,Mammalia,species,
P_0208,Kogia breviceps,Pygmy sperm whale,Mammalia,species,
P_0208,Kogia sima,Dwarf sperm whale,Mammalia,species,
P_0208,Megaptera novaeangliae,Humpback whale,Mammalia,species,
P_0208,Mesoplodon densirostris,Brainville's beaked whale,Mammalia,species,
P_0208,Orcinus orca,Killer whale,Mammalia,species,
P_0208,Peponocephala electra,Melon-headed whale,Mammalia,species,
P_0208,Physeter macrocephalus,Sperm whale,Mammalia,species,
P_0208,Pseudorca crassidens,False killer whale,Mammalia,species,
P_0208,Stenella attenuata,Spotted dolphin,Mammalia,species,
P_0208,Stenella coeruleoalba,Striped dolphin,Mammalia,species,
P_0208,Stenella longirostris,Spinner dolphin,Mammalia,species,used name: Erythroculter ilishaefor
P_0208,Steno bredanensis,Rough-toothed dolphin,Mammalia,species,
P_0208,Tursiops truncatus,Bottlenose dolphin,Mammalia,species,
P_0208,Ziphius cavirostris,Cuvier's beaked whale,Mammalia,species,
P_0209,Haliaeetus albicilla,White-tailed sea eagle,Aves,species,
P_0210,Haliaeetus albicilla,White-tailed sea eagle,Aves,species,
P_0211,Haliaeetus albicilla,White-tailed sea eagle,Aves,species,
P_0212,Uria aalge,Common guillemot,Aves,species,
P_0213,Squalius cephalus,European chub,Actinopterygii,species,
P_0214,Neophocaena phocaenoides,Finless porpoise,Mammalia,species,
P_0214,Sousa chinensis,Indo-pacific humpback dolphin,Mammalia,species,
P_0215,Carassius auratus,Goldfish,Actinopterygii,species,
P_0215,Siniperca scherzeri,Golden mandarin fish,Actinopterygii,species,
P_0216,Cancer pagurus,North sea crab,Malacostraca,species,
P_0216,Carcinus maenas,Green shore crab,Malacostraca,species,
P_0216,Gadus morhua,Atlantic cod,Actinopterygii,species,
P_0216,Hyas araneus,Great spider crab,Malacostraca,species,
P_0216,Microstomus kitt,Lemon sole,Actinopterygii,species,
P_0216,Patellidae,True limpet_family,Gastropoda,family,
P_0216,Pleuronectes platessa,European plaice,Actinopterygii,species,
P_0218,Parus major,Great tit,Aves,species,
P_0219,Stercorarius skua,Great skua,Aves,species,
P_0220,Crassostrea gigas,Pacific oyster,Bivalvia,species,
P_0220,Mytilus edulis,Blue mussel,Bivalvia,species,
P_0221,Carassius cuvieri,White crucian carp,Actinopterygii,species,
P_0221,Cyprinus carpio,Common carp,Actinopterygii,species,
P_0221,Erythroculter erythropterus,Skygager,Actinopterygii,species,
P_0221,Hemibarbus labeo,Barbel steed,Actinopterygii,species,
P_0221,Lepomis macrochirus,Bluegill sunfish,Actinopterygii,species,
P_0221,Micropterus salmoides,Largemouth bass,Actinopterygii,species,
P_0222,Chironomidae,Lake fly_family,Insecta,family,
P_0222,Salvelinus alpinus,Arctic char,Actinopterygii,species,
P_0223,Ursus maritimus,Polar bear,Mammalia,species,
P_0224,Larus argentatus,Herring gull,Aves,species,
P_0225,Aristichthys nobilis,Bighead carp,Actinopterygii,species,
P_0225,Hypophthalmichthys molitrix,Silver carp,Actinopterygii,species,
P_0227,Aristichthys nobilis,Bighead carp,Actinopterygii,species,
P_0227,Carassius auratus,Goldfish,Actinopterygii,species,
P_0227,Cipangopaludina chinensis,Trapdoor snail,Gastropoda,species,
P_0227,Culter erythropterus,Redfin culter,Actinopterygii,species,
P_0227,Hemibarbus maculatus,Spotted steed,Actinopterygii,species,
P_0227,Leander modestus,Shrimp_4,Malacostraca,species,
P_0227,Megalobrama amblycephala,Blunt snout bream,Actinopterygii,species,
P_0228,Oncorhynchus mykiss,Rainbow trout,Actinopterygii,species,
P_0228,Pygoscelis papua,Gentoo penguin,Aves,species,
P_0229,Ambassis miops,Flag-tailed glass perchlet,Actinopterygii,species,
P_0229,Ardea cinerea,Grey heron,Aves,species,
P_0229,Ardeola bacchus,Chinese pond heron,Aves,species,
P_0229,Capitellidae,Polychaete worm_family,Polychaeta,family,
P_0229,Channa asiatica,Small snakehead,Actinopterygii,species,
P_0229,Elops saurus,Ladyfish,Actinopterygii,species,
P_0229,Metapenaeus ensis,Sand shrimp,Malacostraca,species,
P_0229,Mugil cephalus,Grey mullet,Actinopterygii,species,
P_0229,Nereidae,Clam worm_family,Polychaeta,family,
P_0229,Oreochromis mossambicus,Mozambique tilapa,Actinopterygii,species,
P_0229,Penaeus monodon,Black tiger prawn,Malacostraca,species,
P_0229,Potamididae,Horn snail_family,Gastropoda,family,
P_0229,Sabellidae,Feather duster worm_family,Polychaeta,family,
P_0229,Thiaridae,Trumpet snail_family,Gastropoda,family,
P_0231,Larus melanocephalus,Mediterranean gull,Aves,species,
P_0231,Parus major,Great tit,Aves,species,
P_0231,Vanellus vanellus,Northern lapwing,Aves,species,
P_0232,Parus major,Great tit,Aves,species,
P_0233,Anguilla anguilla,European eel,Actinopterygii,species,
P_0233,Cyprinus carpio,Common carp,Actinopterygii,species,
P_0233,Mugil cephalus,Grey mullet,Actinopterygii,species,
P_0234,Pagophila eburnea,Ivory gull,Aves,species,
P_0235,Pagophila eburnea,Ivory gull,Aves,species,
P_0236,Canis lupus,Grey wolf,Mammalia,species,
P_0236,Rangifer tarandus,Caribou,Mammalia,species,
P_0237,Holothuria tubulosa,Tubular sea cucumber,Holothuroidea,species,
P_0238,Alosa agone,Shad,Actinopterygii,species,
P_0238,Coregonus lavaretus,European whitefish,Actinopterygii,species,
P_0238,Esox cisalpinus,Southern pike,Actinopterygii,species,
P_0238,Gymnocephalus cernua,Eurasian ruffe,Actinopterygii,species,
P_0238,Lepomis gibbosus,Pumpkinseed,Actinopterygii,species,
P_0238,Lota lota,Burbot,Actinopterygii,species,
P_0238,Micropterus salmoides,Largemouth bass,Actinopterygii,species,
P_0238,Perca fluviatilis,European perch,Actinopterygii,species,
P_0238,Rutilus rutilus,Common roach,Actinopterygii,species,
P_0238,Salvelinus alpinus,Arctic char,Actinopterygii,species,
P_0238,Sander lucioperca,Pike-perch,Actinopterygii,species,
P_0238,Scardinius hesperidicus,Rudd,Actinopterygii,species,
P_0238,Squalius squalus,Chub,Actinopterygii,species,
P_0239,Larus hyperboreus,Glaucous gull,Aves,species,
P_0240,Abramis brama,Common bream,Actinopterygii,species,
P_0240,Barbus barbus,Common barbel,Actinopterygii,species,
P_0240,Blicca bjoerkna,White bream,Actinopterygii,species,
P_0240,Squalius cephalus,European chub,Actinopterygii,species,
P_0241,Pagophila eburnea,Ivory gull,Aves,species,
P_0242,Synthliboramphus antiquus,Ancient murrelet,Aves,species,
P_0243,Ursus maritimus,Polar bear,Mammalia,species,
P_0244,Crangon crangon,Brown shrimp,Malacostraca,species,
P_0244,Mysidacea,Mysid_family,Malacostraca,family,
P_0244,Palaemon longirostris,White shrimp,Malacostraca,species,
P_0245,Xiphias gladius,Swordfish,Actinopterygii,species,
P_0247,Channa micropeltes,Giant snakehead,Actinopterygii,species,
P_0247,Cyprinus carpio,Common carp,Actinopterygii,species,
P_0248,Fulmarus glacialis,Northern fulmar,Aves,species,
P_0248,Rissa tridactyla,Black-legged kittiwake,Aves,species,
P_0249,Acanthogobius flavimanus,Yellowfin goby,Actinopterygii,species,
P_0249,Helice tridens,Mudflat crab_1,Malacostraca,species,
P_0249,Hemigrapsus sanguineus,Asian shore crab,Malacostraca,species,
P_0249,Hexagrammos otakii,Fat greenling,Actinopterygii,species,
P_0249,Littorina brevicula,Periwinkle snail,Gastropoda,species,
P_0249,Mactra veneriformis,Japanese surf clam,Bivalvia,species,
P_0249,Monodonta labio,Lipped periwinkle,Gastropoda,species,
P_0249,Mugil cephalus,Grey mullet,Actinopterygii,species,
P_0249,Mytilus edulis,Blue mussel,Bivalvia,species,
P_0249,Neverita didyma,Bladder moon snail,Gastropoda,species,
P_0249,Nuttallia olivacea,Bivalvia_1,Bivalvia,species,
P_0249,Philyra pisum,Crab_3,Malacostraca,species,
P_0249,Sebastes schlegelii,Korean rockfish,Actinopterygii,species,
P_0249,Sesarma pictum,Mudflat crab_2,Malacostraca,species,
P_0249,Sinonovacula constricta,Chinese razor clam,Bivalvia,species,
P_0249,Tridentiger obscurus,Dusky tripletooth goby,Actinopterygii,species,
P_0249,Umbonium thomasi,Sea snail,Gastropoda,species,
P_0250,Anas platyrhynchos,Mallard,Aves,species,
P_0250,Arenicola marina,Lugworm,Polychaeta,species,
P_0250,Bivalvia,Clam_class,Bivalvia,class,
P_0250,Brachyura,Crab_infraorder,Malacostraca,infraorder,
P_0250,Chroicocephalus ridibundus,Blackheaded gull,Aves,species,
P_0250,Monacanthidae,Filefish_family,Actinopterygii,family,
P_0250,Mytilus edulis,Blue mussel,Bivalvia,species,
P_0250,Neophocaena phocaenoides,Finless porpoise,Mammalia,species,
P_0250,Ostreidae,Oyster_family,Bivalvia,family,
P_0250,Oxudercinae,Mudskipper_family,Actinopterygii,family,
P_0250,Pagrus major,Red seabream,Actinopterygii,species,
P_0250,Pleuronectidae,Right eye flounder_family,Actinopterygii,family,
P_0250,Sparidae,Sea bream_family,Actinopterygii,family,
P_0250,Sphyrnidae,Hammerhead shark_family,Chondrichthyes,family,
P_0251,Phalacrocorax carbo,Common cormorant,Aves,species,
P_0252,Aplodinotus grunniens,Freshwater drum,Actinopterygii,species,
P_0252,Cyprinus carpio,Common carp,Actinopterygii,species,Gymnocephalus cernuus
P_0252,Lepomis macrochirus,Bluegill sunfish,Actinopterygii,species,Gymnocephalus cernuus
P_0252,Micropterus dolomieu,Smallmouth bass,Actinopterygii,species,Gymnocephalus cernuus
