Study_ID,Scientific_name,Lay_name,Species_higher_taxon,Name_tax_rank,Comment
P_0364,Neophoca cinerea,Australian sea lion,Mammalia,species,
P_0365,Amblyomma americanum,Lone star tick,Arachnida,species,
P_0365,Amblyomma maculatum,Gulf coast tick,Arachnida,species,
P_0365,Ixodes scapularis,Deer tick,Arachnida,species,
P_0366,Catharacta maccormicki,Polar skua,Aves,species,
P_0369,Albula glossodonta,Bonefish,Actinopterygii,species,
P_0369,Caranx melampygus,Bluefin trevally,Actinopterygii,species,
P_0369,Gerres longirostris,Strongspine silver-biddy,Actinopterygii,species,
P_0369,Scomberoides lysan,Doublespotted queenfish,Actinopterygii,species,
P_0369,Selar crumenophthalmus,Bigeye scad,Actinopterygii,species,
P_0369,Siganus rivulatus,Marbled spinefoot,Actinopterygii,species,
P_0370,Anisoptera,Dragonfly_infraorder,Insecta,infraorder,
P_0370,Araneae,Spider,Arachnida,order,
P_0370,Coleoptera,Beetle_order,Insecta,order,
P_0370,Formicidae,Ant_family,Insecta,family,
P_0370,Julida,Millipede_order,Diplopoda,order,
P_0370,Lithobiomorpha,Centipede_genus,Chilopoda,genus,
P_0370,Megadrile,Earthworm_order,Clitellata,order,
P_0370,Nematocera,Thread-horn fly_suborder,Insecta,suborder,
P_0370,Plecoptera,Stonefly_order,Insecta,order,
P_0370,Sialidae,Alderfly_family,Insecta,family,
P_0370,Trichoptera,Caddisfly_order,Insecta,order,
P_0370,Zygoptera,Damselfly_suborder,Insecta,suborder,
P_0371,Chelonia mydas,Green turtle,Reptilia,species,
P_0371,Eretmochelys imbricata,Hawksbill sea turtles,Reptilia,species,
P_0372,Larus crassirostris,Black-tailed gull,Aves,species,
P_0373,Micropterus dolomieu,Smallmouth bass,Actinopterygii,species,
P_0376,Larus argentatus,Herring gull,Aves,species,
P_0376,Larus fuscus,Lesser black-backed gull,Aves,species,
P_0376,Larus marinus,Great black-backed gull,Aves,species,
P_0378,Aplodinotus grunniens,Freshwater drum,Actinopterygii,species,
P_0378,Catostomus catostomus,Longnose sucker,Actinopterygii,species,
P_0378,Perca flavescens,Yellow perch,Actinopterygii,species,
P_0378,Salvelinus namaycush,Lake trout,Actinopterygii,species,
P_0379,Crassostrea gigas,Pacific oyster,Bivalvia,species,
P_0379,Epinephelus awoara,Yellow grouper,Actinopterygii,species,
P_0379,Meretrix meretrix,Asiatic hard clam,Bivalvia,species,
P_0379,Nibea albiflora,Yellow drum,Actinopterygii,species,
P_0379,Oratosquilla oratoria,Japanese mantis shrimp,Malacostraca,species,
P_0379,Pagrus major,Red seabream,Actinopterygii,species,
P_0379,Pampus argenteus,Silver pomfret,Actinopterygii,species,
P_0379,Penaeus chinensis,Chinese white shrimp,Malacostraca,species,
P_0379,Portunus pelagicus,Flower crab,Malacostraca,species,
P_0379,Portunus trituberculatus,Gazami crab,Malacostraca,species,
P_0379,Ruditapes philippinarum,Manila clam,Bivalvia,species,
P_0379,Sardinops sagax,Australian sardine,Actinopterygii,species,
P_0379,Sepiida aculeata,Needle cuttlefish,Cephalopoda,species,
P_0379,Synechogobius hasta,Javelin goby,Actinopterygii,species,
P_0379,Thais clavigera,Korean common dogwhelk,Gastropoda,species,
P_0380,Catostomus commersonii,White sucker,Actinopterygii,species,
P_0380,Ictalurus punctatus,Channel catfish,Actinopterygii,species,
P_0380,Micropterus dolomieu,Smallmouth bass,Actinopterygii,species,
P_0380,Morone americana,White perch,Actinopterygii,species,
P_0381,Anas castanea,Chestnut teal,Aves,species,
P_0381,Anas gracilis,Grey teal,Aves,species,
P_0381,Anas superciliosa,Pacific black duck,Aves,species,
P_0381,Malacorhynchus membranaceus,Pink-eared duck,Aves,species,
P_0383,Acanthopagrus latus,Yellowfin seabream,Actinopterygii,species,
P_0383,Acanthopagrus schlegelii,Black seabream,Actinopterygii,species,
P_0383,Argyrops bleekeri,Frypan bream,Actinopterygii,species,
P_0383,Charybdis japonica,Asian paddle crab,Malacostraca,species,
P_0383,Dasyatis zugei,Sharpnose stingray,Chondrichthyes,species,
P_0383,Equulites rivulatus,Ponyfish,Actinopterygii,species,
P_0383,Gerres japonicus,Japanese silver-biddy,Actinopterygii,species,
P_0383,Gerres limbatus,Saddleback silver-biddy,Actinopterygii,species,
P_0383,Grammoplites scaber,Rough flathead ,Actinopterygii,species,
P_0383,Harpiosquilla harpax,Shrimp_6,Malacostraca,species,
P_0383,Johnius fasciatus,Croaker,Actinopterygii,species,
P_0383,Konosirus punctatus,Dotted gizzard shad,Actinopterygii,species,
P_0383,Lateolabrax maculatus,Spotted sea bass,Actinopterygii,species,
P_0383,Loligo oshimai,Squid_1,Cephalopoda,species,
P_0383,Nematalosa nasus,Bloch's gizzard shad,Actinopterygii,species,
P_0383,Octopus rugosus,Octopus_1,Cephalopoda,species,
P_0383,Oratosquilla oratoria,Japanese mantis shrimp,Malacostraca,species,
P_0383,Parapenaeopsis hardwickii,Spear shrimp,Malacostraca,species,
P_0383,Parapenaeopsis tenella,Smoothshell shrimp,Malacostraca,species,
P_0383,Penaeus monodon,Black tiger prawn,Malacostraca,species,
P_0383,Polypus variabilis,Polypus_1,Polychaeta,species,
P_0383,Rhabdosargus sarba,Goldlined seabream,Actinopterygii,species,
P_0383,Sardinella zunasi,Japanese sardinella,Actinopterygii,species,
P_0383,Scatophagus argus,Spotted scat,Actinopterygii,species,
P_0383,Scylla paramamosain,Asian mud crab,Malacostraca,species,
P_0383,Sepia indica,Cuttlefish_1,Cephalopoda,species,
P_0383,Sepiella japonica,Spineless cuttlefish,Cephalopoda,species,
P_0383,Sphyraena jello,Pickhandle barracuda,Actinopterygii,species,
P_0383,Takifugu alboplumbeus,Grey-spotted puffer,Actinopterygii,species,
P_0383,Thryssa mystax,Moustached thryssa,Actinopterygii,species,
P_0383,Trachinotus ovatus,Pompano ,Actinopterygii,species,
P_0383,Trachypenaeus sedili,Shrimp_2,Malacostraca,species,
P_0383,Upeneus japonicus,Japanese goatfish,Actinopterygii,species,
P_0385,Carassius auratus,Goldfish,Actinopterygii,species,
P_0385,Ctenogobius giurinus,Goby,Actinopterygii,species,
P_0385,Cyprinus carpio,Common carp,Actinopterygii,species,
P_0385,Hemiculter leucisculus,Sharpbelly,Actinopterygii,species,
P_0385,Pelteobagrus fulvidraco,Yellowhead catfish,Actinopterygii,species,
P_0385,Rhodeinae,Bitterling_family,Actinopterygii,family,
P_0386,Anguilla bengalensis,African mottled eel,Actinopterygii,species,
P_0386,Brachyura,Crab_infraorder,Malacostraca,infraorder,
P_0386,Chironomidae,Lake fly_family,Insecta,family,
P_0386,Clarias gariepinus,African sharptooth catfish,Actinopterygii,species,
P_0386,Dytiscidae,Water beetle_family,Insecta,family,
P_0386,Gyrinidae,Whirligig beetle_family,Insecta,family,
P_0386,Odonata,Damselfly_dragonfly_order,Insecta,order,
P_0386,Oreochromis urolepis,Wami tilapia,Actinopterygii,species,
P_0386,Palaemonidae,Carid shrimp_family,Malacostraca,family,
P_0387,Argyrosomus japonicus,Mulloway,Actinopterygii,species,
P_0387,Platycephalus fuscus,Dusky flathead,Actinopterygii,species,
P_0387,Scylla serrata,Giant mud crab,Malacostraca,species,
P_0388,Falco peregrinus,Peregrine falcon,Aves,species,
P_0390,Lates niloticus,Nile perch,Actinopterygii,species,
P_0390,Oreochromis niloticus,Nile tilapia,Actinopterygii,species,
P_0392,Ctenopharynodon idellus,Grass carp,Actinopterygii,species,
P_0393,Tachycineta bicolor,Tree swallow,Aves,species,
P_0394,Acanthopagrus australis,Yellowfin bream,Actinopterygii,species,
P_0394,Scylla serrata,Giant mud crab,Malacostraca,species,
P_0398,Anguilla rostrata,American eel,Actinopterygii,species,
P_0398,Anisoptera,Dragonfly_infraorder,Insecta,infraorder,
P_0398,Brachycentridae,Humpless casemaker caddisfly_family,Insecta,family,
P_0398,Corbicula fluminea,Asian clam,Bivalvia,species,
P_0398,Corydalidae,Dobsonfly_family,Insecta,family,
P_0398,Cyprinella nivea,Whitefin shiner,Actinopterygii,species,
P_0398,Cyprinus carpio,Common carp,Actinopterygii,species,
P_0398,Elmidae,Riffle beetle_family,Insecta,family,
P_0398,Gerridae,Water strider_family,Insecta,family,
P_0398,Glossiphoniidae,Freshwater proboscis-bearing leech_family,Clitellata,family,
P_0398,Gyrinidae,Whirligig beetle_family,Insecta,family,
P_0398,Heptageniidae,Flat-headed mayfly_family,Insecta,family,
P_0398,Hydropsychidae,Net-spinning caddisfly_family,Insecta,family,
P_0398,Ictalurus furcatus,Blue catfish,Actinopterygii,species,
P_0398,Ictalurus punctatus,Channel catfish,Actinopterygii,species,
P_0398,Ictiobus bubalus,Smallmouth buffalo,Actinopterygii,species,
P_0398,Lepomis macrochirus,Bluegill sunfish,Actinopterygii,species,
P_0398,Limnephilidae,Northern caddisfly_family,Insecta,family,
P_0398,Micropterus salmoides,Largemouth bass,Actinopterygii,species,
P_0398,Moxostoma collapsum,Notchlip redhorse,Actinopterygii,species,
P_0398,Moxostoma macrolepidotum,Shorthead redhorse,Actinopterygii,species,
P_0398,Perlidae,Stonefly_family,Insecta,family,
P_0398,Pleuroceridae,Freshwater snail_family_1,Gastropoda,family,
P_0398,Unionidae,Freshwater mussel_family,Bivalvia,family,
P_0398,Viviparidae,River snail_family,Gastropoda,family,
P_0398,Zygoptera,Damselfly_suborder,Insecta,suborder,
P_0399,Ambassis natalensis,Slender glassy,Actinopterygii,species,
P_0399,Brachyura,Crab_infraorder,Malacostraca,infraorder,
P_0399,Caradina,Freshwater atyid shrimp_genus,Malacostraca,genus,
P_0399,Gastropoda,Gastropod_class,Gastropoda,class,
P_0399,Oreochromis mossambicus,Mozambique tilapa,Actinopterygii,species,
P_0399,Polychaeta,Bristle worm_class,Polychaeta,class,
P_0399,Rhabdosargus holubi,Cape stumpnose,Actinopterygii,species,
P_0400,Anous stolidus,Common noddy ,Aves,species,
P_0400,Gygis alba,Fairy tern,Aves,species,
P_0400,Onychoprion fuscatus,Sooty tern,Aves,species,
P_0401,Myodes glareolus,Bank vole,Mammalia,species,
P_0403,Carassius carassius,Crucian carp,Actinopterygii,species,
P_0404,Carassius auratus,Goldfish,Actinopterygii,species,
P_0405,Daption capense,Cape petrel,Aves,species,
P_0405,Nacella concinna,Antarctic limpet,Malacostraca,species,
P_0405,Notothenia coriiceps,Black rockcod,Actinopterygii,species,
P_0405,Pygoscelis papua,Gentoo penguin,Aves,species,
P_0405,Trophon geversianus,Gevers's trophon,Gastropoda,species,
P_0406,Tursiops truncatus,Bottlenose dolphin,Mammalia,species,
P_0407,Aristichthys nobilis,Bighead carp,Actinopterygii,species,
P_0407,Culter erythropterus,Redfin culter,Actinopterygii,species,
P_0408,Eisenia fetida,Redworm,Clitellata,species,
P_0408,Myodes glareolus,Bank vole,Mammalia,species,
P_0410,Accipiter gentilis,Northern goshawk,Aves,species,
P_0411,Carassius auratus,Goldfish,Actinopterygii,species,
P_0411,Channa argus,Northern snakehead,Actinopterygii,species,
P_0411,Ctenopharynodon idellus,Grass carp,Actinopterygii,species,
P_0411,Cyprinus carpio,Common carp,Actinopterygii,species,
P_0411,Hypophthalmichthys molitrix,Silver carp,Actinopterygii,species,
P_0412,Pachymetopon blochii,Panga,Actinopterygii,species,
P_0412,Pterogymnus laniarius,Hottentot,Actinopterygii,species,
P_0412,Sarda orientalis,Striped bonito,Actinopterygii,species,
P_0412,Thyrsites atun,Snoek,Actinopterygii,species,
P_0413,Cerestoderma edulis,Common cockle,Bivalvia,species,
P_0413,Mytilus galloprovincialis,Mediterranean mussel,Bivalvia,species,
P_0413,Ruditapes decussatus,Grooved carpet shell,Bivalvia,species,
P_0414,Crassostrea gigas,Pacific oyster,Bivalvia,species,
P_0414,Mytilus edulis,Blue mussel,Bivalvia,species,
P_0414,Mytilus galloprovincialis,Mediterranean mussel,Bivalvia,species,
P_0415,Branta leucopsis,Barnacle goose,Aves,species,
P_0416,Metapenaeus macleayi,Eastern school prawn,Malacostraca,species,
P_0416,Platycephalus fuscus,Dusky flathead,Actinopterygii,species,
P_0416,Portunus armatus,Blue swimmer crab,Malacostraca,species,
P_0417,Cardinalis cardinalis,Northern cardinal,Aves,species,
P_0418,Gadus macrocephalus,Pacific cod,Actinopterygii,species,
P_0419,Cynoscion nebulosus,Spotted seatrout,Actinopterygii,species,
P_0419,Leiostomus xanthurus,Spotfish,Actinopterygii,species,
P_0419,Micropogonias undulatus,Atlantic croaker,Actinopterygii,species,
P_0419,Mugil cephalus,Grey mullet,Actinopterygii,species,
P_0419,Paralichthys lethostigma,Southern flounder,Actinopterygii,species,
P_0419,Sciaenops ocellatus,Red drum,Actinopterygii,species,
P_0420,Alburnus alburnus,Common bleak,Actinopterygii,species,
P_0420,Anguilla anguilla,European eel,Actinopterygii,species,
P_0420,Barbus graellsii,Ebro barbel,Actinopterygii,species,
P_0420,Barbus guiraonis,Mediterranean barbel,Actinopterygii,species,
P_0420,Cyprinus carpio,Common carp,Actinopterygii,species,
P_0420,Esox lucius,Northern pike,Actinopterygii,species,
P_0420,Gobio lozanoi,Iberian gudgeon,Actinopterygii,species,
P_0420,Lepomis gibbosus,Pumpkinseed,Actinopterygii,species,
P_0420,Luciobarbus sclateri,Andalusian barbel,Actinopterygii,species,
P_0420,Micropterus salmoides,Largemouth bass,Actinopterygii,species,
P_0420,Pseudochondrostoma polylepis,Iberian nase,Actinopterygii,species,
P_0420,Salmo trutta,Brown trout,Actinopterygii,species,
P_0420,Silurus glanis,European catfish,Actinopterygii,species,
P_0421,Trichechus manatus,West indian manatee,Mammalia,species,
P_0422,Aporrectodea longa,Blackhead earthworm,Clitellata,species,
P_0422,Capreolus capreolus,Roe deer,Mammalia,species,
P_0422,Lumbricus terrestris,Common earthworm,Clitellata,species,
P_0424,Alosa agone,Shad,Actinopterygii,species,
P_0425,Argyrosomus japonicus,Mulloway,Actinopterygii,species,
P_0425,Metapenaeus macleayi,Eastern school prawn,Malacostraca,species,
P_0425,Platycephalus fuscus,Dusky flathead,Actinopterygii,species,
P_0425,Portunus armatus,Blue swimmer crab,Malacostraca,species,
P_0426,Carassius auratus,Goldfish,Actinopterygii,species,
P_0426,Channa argus,Northern snakehead,Actinopterygii,species,
P_0426,Cyprinus carpio,Common carp,Actinopterygii,species,
P_0426,Erythroculter erythropterus,Skygager,Actinopterygii,species,
P_0426,Hemibarbus labeo,Barbel steed,Actinopterygii,species,
P_0426,Lepomis macrochirus,Bluegill sunfish,Actinopterygii,species,
P_0426,Micropterus salmoides,Largemouth bass,Actinopterygii,species,
P_0426,Opsariichthys uncirostris,Korea piscivorous chub,Actinopterygii,species,
P_0426,Silurus asotus,Amur catfish,Actinopterygii,species,
P_0426,Siniperca scherzeri,Golden mandarin fish,Actinopterygii,species,
P_0427,Anatidae,Duck_family,Aves,family,
P_0427,Aristichthys nobilis,Bighead carp,Actinopterygii,species,
P_0427,Brachyura,Crab_infraorder,Malacostraca,infraorder,
P_0427,Carassius carassius,Crucian carp,Actinopterygii,species,
P_0427,Channa argus,Northern snakehead,Actinopterygii,species,
P_0427,Cobitoidea,Loach_superfamily,Actinopterygii,superfamily,
P_0427,Ctenopharynodon idellus,Grass carp,Actinopterygii,species,
P_0427,Cyprinus carpio,Common carp,Actinopterygii,species,
P_0427,Hypophthalmichthys molitrix,Silver carp,Actinopterygii,species,
P_0427,Megalobrama amblycephala,Blunt snout bream,Actinopterygii,species,
P_0427,Pseudorasbora parva,Stone moroko,Actinopterygii,species,
P_0427,Testudines,Turtle_order,Reptilia,order,
P_0428,Zoarces viviparus,Eelpout,Actinopterygii,species,
P_0430,Cystophora cristata,Hooded seal,Mammalia,species,
P_0431,Larus audouinii,Audouin's gull,Aves,species,
P_0431,Larus michahellis,Yellow-legged gull,Aves,species,
P_0433,Baetidae,Mayfly_family,Insecta,family,
P_0433,Caridina nilotica,Shrimp_7,Malacostraca,species,
P_0433,Clarias gariepinus,African sharptooth catfish,Actinopterygii,species,
P_0433,Cyprinus carpio,Common carp,Actinopterygii,species,
P_0433,Gyrinidae,Whirligig beetle_family,Insecta,family,
P_0433,Hirudinae,Leech_family,Clitellata,family,
P_0433,Labeo capensis,Orange river mudfish,Actinopterygii,species,
P_0433,Labeobarbus aeneus,Smallmouth yellowfish,Actinopterygii,species,
P_0434,Acanthopagrus australis,Yellowfin bream,Actinopterygii,species,
P_0434,Gerres subfasciatus,Common silverbiddy,Actinopterygii,species,
P_0434,Girella tricuspidata,Luderick,Actinopterygii,species,
P_0434,Metapenaeus macleayi,Eastern school prawn,Malacostraca,species,
P_0434,Mugil cephalus,Grey mullet,Actinopterygii,species,
P_0434,Penaeus plebejus,Eastern king prawn,Malacostraca,species,
P_0434,Platycephalus fuscus,Dusky flathead,Actinopterygii,species,
P_0434,Portunus armatus,Blue swimmer crab,Malacostraca,species,
P_0434,Scylla serrata,Giant mud crab,Malacostraca,species,
P_0434,Sillago ciliata,Sand whiting,Actinopterygii,species,
P_0435,Aristichthys nobilis,Bighead carp,Actinopterygii,species,
P_0435,Cyprinus carpio,Common carp,Actinopterygii,species,
P_0435,Hypophthalmichthys molitrix,Silver carp,Actinopterygii,species,used name: Agellus erythrinus
P_0435,Parabramis pekinensis,Amur bream,Actinopterygii,species,
P_0436,Sturnus vulgaris,Common starling,Aves,species,
P_0437,Lagenorhynchus acutus,Atlantic white-sided dolphin,Mammalia,species,
P_0437,Steno bredanensis,Rough-toothed dolphin,Mammalia,species,
P_0438,Carassius carassius,Crucian carp,Actinopterygii,species,
P_0440,Mugil cephalus,Grey mullet,Actinopterygii,species,
P_0441,Pelophylax nigromaculatus,Black-spotted frog,Amphibia,species,
P_0442,Cephalopholis urodelus,Darkfin hind,Actinopterygii,species,
P_0442,Gnathodentex aureolineatus,Striped large-eye bream,Actinopterygii,species,
P_0442,Lethrinus olivaceus,Longface emperor,Actinopterygii,species,
P_0442,Lutjanus kasmira,Bluestriped snapper,Actinopterygii,species,
P_0442,Melichthys vidua,Pinktail triggerfish,Actinopterygii,species,
P_0442,Myripristis murdjan,Pinecone soldierfish,Actinopterygii,species,
P_0442,Parupeneus trifasciatus,Doublebar goatfish,Actinopterygii,species,
P_0445,Ursus maritimus,Polar bear,Mammalia,species,
P_0446,Tachycineta bicolor,Tree swallow,Aves,species,
P_0448,Cynoglossus lingua,Long tongue sole,Actinopterygii,species,
P_0448,Harpadon nehereus,Bombay duck,Actinopterygii,species,
P_0448,Otolithoides pama,Pama croaker,Actinopterygii,species,
P_0448,Pampus argenteus,Silver pomfret,Actinopterygii,species,
P_0448,Penaeus indicus,Indian shrimp,Malacostraca,species,
P_0448,Scylla serrata,Giant mud crab,Malacostraca,species,
P_0448,Tenualosa ilisha,Ilish,Actinopterygii,species,
P_0450,Alligator mississippiensis,American alligator,Reptilia,species,
P_0451,Oreochromis mossambicus,Mozambique tilapa,Actinopterygii,species,
P_0452,Cyprinus carpio,Common carp,Actinopterygii,species,
P_0453,Aptenodytes patagonicus,King penguin,Aves,species,
P_0453,Pagodroma nivea,Snow petrel,Aves,species,
P_0453,Catharacta maccormicki,South polar skua,Aves,species,
P_0455,Globicephala melas,Long-finned pilot whale,Mammalia,species,
P_0455,Todarodes sagittatus,European flying squid,Cephalopoda,species,
P_0456,Amphioctopus fangsiao,Shortarm octopus,Cephalopoda,species,
P_0456,Chaeturichthys stigmatias,Branded goby,Actinopterygii,species,
P_0456,Charybdis japonica,Asian paddle crab,Malacostraca,species,
P_0456,Chlamys farreri,Zhikong scallop,Bivalvia,species,
P_0456,Crassostrea talienwhanensis,Dalianwan oyster,Bivalvia,species,used name: Parachondrostoma miegi
P_0456,Cyclina sinensis,Black clam,Bivalvia,species,used name: Paradoxornis webbiana
P_0456,Hemiramphus far,Black-barred halfbeak,Actinopterygii,species,
P_0456,Hexagrammos otakii,Fat greenling,Actinopterygii,species,
P_0456,Lateolabrax japonicus,Japanese seabass,Actinopterygii,species,
P_0456,Metapenaeus ensis,Sand shrimp,Malacostraca,species,
P_0456,Neverita didyma,Bladder moon snail,Gastropoda,species,
P_0456,Oratosquilla oratoria,Mantis shrimp,Malacostraca,species,
P_0456,Pagrus major,Red seabream,Actinopterygii,species,
P_0456,Portunus trituberculatus,Gazami crab,Malacostraca,species,
P_0456,Raja porosa,Ocellate spot skate,Chondrichthyes,species,
P_0456,Rapana venosa,Asian rapa whelk,Gastropoda,species,
P_0456,Sebastes schlegelii,Korean rockfish,Actinopterygii,species,
P_0456,Synechogobius hasta,Javelin goby,Actinopterygii,species,
P_0457,Tachycineta bicolor,Tree swallow,Aves,species,
P_0459,Micropterus dolomieu,Smallmouth bass,Actinopterygii,species,
P_0460,Lepidochelys olivacea,Olive ridley turtle,Reptilia,species,
P_0461,Clarias gariepinus,African sharptooth catfish,Actinopterygii,species,
P_0461,Labeobarbus gorguari,Ray-finned labeobarbus_3,Actinopterygii,species,
P_0461,Labeobarbus intermedius,Ray-finned labeobarbus_2,Actinopterygii,species,
P_0461,Labeobarbus megastoma,Ray-finned labeobarbus_1,Actinopterygii,species,
P_0461,Oreochromis niloticus,Nile tilapia,Actinopterygii,species,
P_0462,Thunnus thynnus,Atlantic bluefin tuna,Actinopterygii,species,
P_0463,Prionace glauca,Blue shark,Chondrichthyes,species,
P_0466,Alburnus alburnus,Common bleak,Actinopterygii,species,
P_0466,Anguilla anguilla,European eel,Actinopterygii,species,
P_0466,Barbus guiraonis,Mediterranean barbel,Actinopterygii,species,
P_0466,Esox lucius,Northern pike,Actinopterygii,species,
P_0466,Gobio lozanoi,Iberian gudgeon,Actinopterygii,species,
P_0466,Lepomis gibbosus,Pumpkinseed,Actinopterygii,species,
P_0466,Micropterus salmoides,Largemouth bass,Actinopterygii,species,
P_0466,Pseudochondrostoma polylepis,Iberian nase,Actinopterygii,species,
P_0466,Salmo trutta,Brown trout,Actinopterygii,species,
P_0467,Hippoglossus hippoglossus,Atlantic halibut,Actinopterygii,species,
P_0467,Pandalus borealis,Shrimp_1,Malacostraca,species,
P_0469,Cyprinus carpio,Common carp,Actinopterygii,species,
P_0469,Luciobarbus graellsii,Ebro barbel,Actinopterygii,species,
P_0469,Luciobarbus sclateri,Andalusian barbel,Actinopterygii,species,
P_0469,Pseudochondrostoma willkommii,Guadiana bogue,Actinopterygii,species,
P_0469,Silurus glanis,European catfish,Actinopterygii,species,
P_0471,Perca fluviatilis,European perch,Actinopterygii,species,
P_0472,Abramis brama,Common bream,Actinopterygii,species,
P_0472,Esox lucius,Northern pike,Actinopterygii,species,
P_0472,Gymnocephalus cernua,Eurasian ruffe,Actinopterygii,species,
P_0472,Perca fluviatilis,European perch,Actinopterygii,species,
P_0472,Rutilus rutilus,Common roach,Actinopterygii,species,
P_0473,Atherina boyeri,Sand smelt,Actinopterygii,species,
P_0473,Boops boops,Bogue,Actinopterygii,species,
P_0473,Engraulis encrasicolus,European anchovy,Actinopterygii,species,
P_0473,Loligo vulgaris,European squid,Cephalopoda,species,
P_0473,Merluccius merluccius,European hake,Actinopterygii,species,
P_0473,Mullus barbatus,Striped mullet,Actinopterygii,species,
P_0473,Parapenaeus longirostris,Pink shrimp,Malacostraca,species,
P_0473,Sardina pilchardus,European sardine,Actinopterygii,species,
P_0473,Spicara smaris,Picarel,Actinopterygii,species,
P_0474,Carassius carassius,Crucian carp,Actinopterygii,species,
P_0474,Cyprinus carpio,Common carp,Actinopterygii,species,
P_0474,Larimichthys polyactis,Yellow croaker,Actinopterygii,species,
P_0474,Megalobrama amblycephala,Blunt snout bream,Actinopterygii,species,
P_0474,Perciformes,Bass_order,Actinopterygii,order,
P_0474,Siluriformes,Catfish_order,Actinopterygii,order,
P_0474,Synchiropus splendidus,Mandarin fish,Actinopterygii,species,
P_0475,Acipenser sinensis,Chinese sturgeon,Actinopterygii,species,
P_0476,Mytilus,Mussel_genus,Bivalvia,genus,
P_0477,Neovison vison,American mink_2,Mammalia,species,
P_0478,Gadus macrocephalus,Pacific cod,Actinopterygii,species,
P_0479,Crassostrea gigas,Pacific oyster,Bivalvia,species,
P_0479,Mytilus edulis,Blue mussel,Bivalvia,species,
P_0479,Mytilus galloprovincialis,Mediterranean mussel,Bivalvia,species,
P_0482,Ictalurus punctatus,Channel catfish,Actinopterygii,species,
P_0482,Micropterus dolomieu,Smallmouth bass,Actinopterygii,species,
P_0482,Micropterus salmoides,Largemouth bass,Actinopterygii,species,
P_0483,Haliaeetus leucocephalus,Bald eagle,Aves,species,
P_0484,Magallana hongkongensis,Hongkong oyster,Bivalvia,species,
P_0484,Perna viridis,Green-lipped mussel,Bivalvia,species,
P_0485,Caretta caretta,Loggerhead sea turtles,Reptilia,species,
P_0486,Coregonus lavaretus,European whitefish,Actinopterygii,species,
P_0486,Perca fluviatilis,European perch,Actinopterygii,species,
P_0487,Anguilla anguilla,European eel,Actinopterygii,species,
P_0487,Esox lucius,Northern pike,Actinopterygii,species,
P_0487,Perca fluviatilis,European perch,Actinopterygii,species,
P_0488,Oreochromis aureus,Blue tilapia,Actinopterygii,species,
P_0488,Siluriformes,Catfish_order,Actinopterygii,order,
P_0489,Cyclopterus lumpus,Lumpfish,Actinopterygii,species,
P_0489,Gadus morhua,Atlantic cod,Actinopterygii,species,
P_0489,Lophius piscatorius,Anglerfish,Actinopterygii,species,
P_0489,Micromesistius poutassou,Blue whiting,Actinopterygii,species,
P_0489,Molva molva,Common ling,Actinopterygii,species,
P_0489,Pleuronectes platessa,European plaice,Actinopterygii,species,
P_0489,Pollachius virens,Pollock,Actinopterygii,species,
P_0489,Pseudopleuronectes americanus,Winter flounder,Actinopterygii,species,
P_0490,Ambloplites rupestris,Rock bass,Actinopterygii,species,
P_0490,Ameiurus nebulosus,Brown bullhead,Actinopterygii,species,
P_0490,Aplodinotus grunniens,Freshwater drum,Actinopterygii,species,
P_0490,Catostomus commersonii,White sucker,Actinopterygii,species,
P_0490,Cyprinus carpio,Common carp,Actinopterygii,species,
P_0490,Esox lucius,Northern pike,Actinopterygii,species,
P_0490,Ictalurus punctatus,Channel catfish,Actinopterygii,species,
P_0490,Lepomis gibbosus,Pumpkinseed,Actinopterygii,species,
P_0490,Lepomis macrochirus,Bluegill sunfish,Actinopterygii,species,
P_0490,Micropterus dolomieu,Smallmouth bass,Actinopterygii,species,
P_0490,Micropterus salmoides,Largemouth bass,Actinopterygii,species,
P_0490,Perca flavescens,Yellow perch,Actinopterygii,species,
P_0490,Pomoxis annularis,White crappie,Actinopterygii,species,
P_0490,Pomoxis nigromaculatus,Black crappie,Actinopterygii,species,
P_0490,Sander vitreus,Walleye,Actinopterygii,species,
P_0491,Cyprinus carpio,Common carp,Actinopterygii,species,
P_0491,Oncorhynchus tshawytscha,Chinook salmon,Actinopterygii,species,
P_0491,Salvelinus namaycush,Lake trout,Actinopterygii,species,
P_0491,Sander vitreus,Walleye,Actinopterygii,species,
P_0492,Clupea harengus,Baltic herring,Actinopterygii,species,
P_0495,Ursus maritimus,Polar bear,Mammalia,species,
P_0496,Bubo virginianus,Great horned owl,Aves,species,
P_0496,Buteo jamaicensis,Red-tailed hawk,Aves,species,
P_0496,Buteo lineatus,Red-shouldered hawk,Aves,species,
P_0496,Cathartes aura,Turkey vulture,Aves,species,
P_0496,Coragyps atratus,Black vulture ,Aves,species,
P_0496,Falco tinnunculus,Common kestrel,Aves,species,
P_0496,Ictinia mississippiensis,Mississippi kite,Aves,species,
P_0496,Megascops asio,Eastern screech owl,Aves,species,
P_0496,Pandion haliaetus,Osprey,Aves,species,
P_0496,Strix varia,Barred owl,Aves,species,
P_0498,Crassostrea gigas,Pacific oyster,Bivalvia,species,
P_0498,Mytilus edulis,Blue mussel,Bivalvia,species,
P_0498,Mytilus galloprovincialis,Mediterranean mussel,Bivalvia,species,
P_0499,Tyto alba,Barn owl,Aves,species,
